# timestamp tx ty tz qx qy qz qw
1597312873.442730903625 -0.000118034769 -0.004286383238 -0.023826513544 0.999999614974 0.000146183560 -0.000858198275 0.000110357674
1597312873.542491674423 0.000171939392 -0.004098280871 -0.023617198634 0.999999643836 0.000144666311 -0.000815449956 0.000162604373
1597312873.642252206802 0.000199341588 -0.003801888052 -0.022412730509 0.999999597104 0.000135677723 -0.000877213348 0.000133719045
1597312873.742012977600 0.000366291771 -0.003883501472 -0.021210047699 0.999999475026 0.000131092413 -0.001010859873 0.000104522622
1597312873.841923475266 0.000447380945 -0.003732248749 -0.020369933991 0.999999286051 0.000131434110 -0.001185882454 0.000065611988
1597312873.941684246063 0.000488761121 -0.003788868815 -0.019437115129 0.999998896495 0.000128694281 -0.001479975159 0.000010936030
1597312874.041444778442 0.000398182688 -0.004049441626 -0.017920445623 0.999998169458 0.000139589065 -0.001905012550 -0.000111904836
1597312874.141205549240 0.000413876312 -0.004103716296 -0.016796795555 0.999997107326 0.000136838537 -0.002393230913 -0.000197639381
1597312874.241116046906 0.000698411605 -0.004298606503 -0.016448046861 0.999995572747 0.000147342471 -0.002951380999 -0.000349465452
1597312874.340876817703 0.000974338584 -0.004643258724 -0.016038273443 0.999993489817 0.000164856874 -0.003568098264 -0.000511683547
1597312874.440637350082 0.001147581326 -0.003975822811 -0.015292257689 0.999991299022 0.000144325671 -0.004104743155 -0.000729475091
1597312874.540548086166 0.001052747714 -0.003553214158 -0.014489473193 0.999987800796 0.000135795777 -0.004824402819 -0.001051169060
1597312874.640308618546 0.001129737551 -0.003896154321 -0.013897037661 0.999983110325 0.000144092966 -0.005664727228 -0.001291962908
1597312874.740069389343 0.001122704105 -0.003761253746 -0.012795390252 0.999977182442 0.000149080993 -0.006560271038 -0.001604747244
1597312874.839829921722 0.001000507592 -0.003458760186 -0.011738985212 0.999969611610 0.000134218663 -0.007545594334 -0.001954954633
1597312874.939590692520 0.001154744720 -0.003763246713 -0.011418353546 0.999960853655 0.000138360765 -0.008584082919 -0.002141386179
1597312875.039351224899 0.001429783105 -0.004345890461 -0.011350827220 0.999950831174 0.000152027613 -0.009639274969 -0.002323036770
1597312875.139261960983 0.001775289080 -0.003974979736 -0.011570139619 0.999941449048 0.000131939709 -0.010524832926 -0.002511764202
