# timestamp tx ty tz qx qy qz qw
1597312873.442730903625 -0.001279120774 -0.003073444178 -0.024044398918 0.999999756710 0.000114155300 -0.000606258821 0.000325573629
1597312873.542491674423 -0.000665680836 -0.003070156682 -0.023550286868 0.999999731956 0.000116567012 -0.000676258713 0.000255291855
1597312873.642252206802 -0.000204141247 -0.003179432278 -0.023057382135 0.999999725429 0.000126845438 -0.000706626175 0.000183663918
1597312873.742012977600 0.000012347379 -0.003361036033 -0.022024125633 0.999999650561 0.000126768644 -0.000819114691 0.000108897348
1597312873.841923475266 -0.000030827744 -0.003089524084 -0.020922628364 0.999999527105 0.000129373923 -0.000963750958 0.000015339445
1597312873.941684246063 -0.000288254713 -0.002641201372 -0.019962758314 0.999999395675 0.000111432039 -0.001091839974 -0.000064171466
1597312874.041444778442 -0.000666428854 -0.002537129228 -0.018681387089 0.999998917430 0.000106918413 -0.001443164650 -0.000266425908
1597312874.141205549240 -0.000786580934 -0.002222386709 -0.017299867280 0.999998433662 0.000101263351 -0.001721373573 -0.000399113930
1597312874.241116046906 -0.000695888178 -0.001927945199 -0.016265824671 0.999997668750 0.000097999163 -0.002072827743 -0.000596889062
1597312874.340876817703 -0.000610135124 -0.002141576044 -0.015678605157 0.999997209778 0.000105075157 -0.002250508206 -0.000710358178
1597312874.440637350082 -0.000351404751 -0.002224671568 -0.015186199605 0.999996717303 0.000093940001 -0.002419889910 -0.000837072609
1597312874.540548086166 -0.000061249504 -0.002072275280 -0.014421982960 0.999995309634 0.000100761957 -0.002853620516 -0.001107884198
1597312874.640308618546 0.000195105555 -0.002064863605 -0.013638693647 0.999994404374 0.000103031872 -0.003094953691 -0.001265648501
1597312874.740069389343 0.000244686921 -0.002128713635 -0.013017138567 0.999992043023 0.000107882228 -0.003629935699 -0.001651005627
1597312874.839829921722 0.000244940174 -0.002297733758 -0.012658749834 0.999988977217 0.000104985714 -0.004218064191 -0.002059698494
1597312874.939590692520 0.000135103086 -0.002273178615 -0.012115688459 0.999987284846 0.000108170443 -0.004493931526 -0.002285393670
1597312875.039351224899 0.000196761960 -0.002168977458 -0.011267615415 0.999985459576 0.000096817828 -0.004796864764 -0.002461981337
1597312875.139261960983 0.000667007991 -0.001917765049 -0.011346053837 0.999977876245 0.000074118037 -0.005892933449 -0.003084616932
1597312875.239022493362 0.001087692948 -0.001600054415 -0.011881655162 0.999969530291 0.000058289445 -0.006864954003 -0.003715844268
